Problem_ID,y_Target,Newton_absTime,Newton_iterSteps,GMGF_absTime,GMGF_iterSteps
P_49d5322b2f79676d,-2050.41,0.000237498,5,0.00033591,5
P_421a5658dcc43d99,-1.7114,0.00358238,107,0.000494881,8
P_5ff9bacb7004ad70,2.01026,0.000211195,5,0.000336825,5
P_257725481df2601b,9815.31,0.000207333,5,0.000153717,5
P_2c6da3dad24df356,57.4359,0.000230366,6,0.00018529,6
P_1dc3cede2eaff440,8.82804,0.000380476,9,0.00172568,8
P_322aebbf8cf96037,0.2531,0.000301709,6,0.00114929,12
P_58e8d15798883bbe,61.4354,0.000263906,7,0.000210094,7
P_632be6a899d005c8,-4.02172,0.0105695,308,0.00020861,6
P_1cbf2dd436f1b64,2.54989,0.000263469,7,0.000369928,6
P_3ab661537d1933b5,3.58614,0.00208389,48,0.270282,1500
P_26c7c3501361a0b9,-4585.52,0.00215219,63,0.000313043,7
P_1babec2d41ca3e0e,7.41654,0.000296512,8,0.000294923,11
P_5c731d321e4f92bd,36.4458,0.000200179,5,0.000168509,5
P_59784e34628d3200,0.465617,0.0002956,6,0.000349366,6
P_208e6fdb6084382a,41.4266,0.0470759,1500,0.0352791,1500
P_5ae23bf20c7277c0,-7500,0.000511747,14,0.00212671,14
P_574c455d7f646d6b,8.91773,0.00027697,7,0.000598431,6
P_6ca305fe9daed22a,-0.912829,0.000298172,8,0.000939094,7
P_27dd7a931a8f192c,5000,0.0012352,34,0.00161786,41
P_5d24e883b7112af2,0.0795661,0.000282908,7,0.000346274,5
P_1553e6f365232b4a,44.0172,0.0469975,1500,0.0372626,1500
P_4dc45c43772b5583,-8095.64,0.000352073,7,0.000279434,7
P_4fcdf184b3a38386,1.85491,0.00111994,25,0.00213119,25
P_40b0a0d723056227,1759.99,0.000208021,5,0.000153211,5
P_2acd27603a6bd44,  5000
-(----)
   3,0.0010412,29,0.00114121,29
P_7f6508557fcc0299,17500
-----
  3,0.000247251,5,0.000194638,5
P_208e6fdb6084382a,51.4559,0.000263586,7,0.0355606,1500
P_3888e8b63c761903,           -12
-7.40865 10,0.00117043,33,0.00204436,29
P_9daf33d99847937,65.6555,0.000234056,6,0.000179213,6
P_105464a1b68181f1,-5000,0.000395746,9,0.000717198,9
P_13fb43469dd07931,110.826,0.000267869,7,0.000203555,7
P_77027e42c6f919b,7.81931,0.0470267,1500,0.0621329,1500
P_296c893417f4640f,13.2742,0.000249246,5,0.00036949,5
P_6ad7f1f537ea7d4a,-0.333227,0.000249281,6,0.000477817,5
P_11d54e57b5b1b7d0,30160.,0.000404432,11,0.000293584,11
P_7cc965f904d9aed,2.50458,0.000326417,6,0.287699,1500
P_364c97fd44e6aa43,3.55812,0.000509508,12,0.00101671,6
P_53025cf6c94b8f7f,13.0552,0.0480945,1500,0.0405856,1500
P_57c602b0fd807a6b,17500
-----
  3,0.000327665,8,0.000597431,8
P_6f91b5f2d0457e24,53.2874,0.000268192,7,0.000238588,8
P_257725481df2601b,2975.43,0.0480783,1500,0.0349248,1500
P_5c731d321e4f92bd,18.2443,0.000395795,11,0.000332055,11
P_14e4115c5c773209,1927.69,0.000292981,6,0.000316562,6
P_57c602b0fd807a6b,27500
-----
  3,0.000328143,8,0.000595824,8
P_1ee73b659afbaf7a,106.126,0.000235574,6,0.000181765,6
P_7ba54870f9955a44,-0.193397,0.000182629,4,0.000373177,4
P_12d7f435de135fc2,-0.506265,0.000213343,5,0.000329252,5
P_136202a179685817,3.16186,0.0478188,1500,0.0521426,1500
P_1d9779294e70d860,-1.25812,0.00239915,68,0.000369275,6
P_7218b8ff6a526ad7,47.6045,0.000235852,6,0.000189146,6
P_19db1995b3211367,0.637841,0.000314618,6,0.000261211,5
P_63a4f2859f89e33e,17500
-----
  3,0.000372394,8,0.0756969,1500
P_5e38b148e9be78a5,-2.32212,0.00031,5,0.000710478,5
P_2acd27603a6bd44,10000,0.000458733,12,0.000501616,12
P_124b93cdb1863207,-468.254,0.00226245,54,0.00704536,54
P_2b9ee4f7ff8e79c,4853.25,0.000215458,4,0.0346507,1500
P_239b8a6efa241456,25.2703,0.0475796,1500,0.0386848,1500
P_20f55c0c549a3068,10000
-----
  3,0.000533146,14,0.000751887,14
P_4049e84ae5dda77c,21.4997,0.000298961,8,0.000261656,8
P_1dc3cede2eaff440,6.62246,0.000311783,7,0.00170832,8
P_79160d2961d745d,-10.088,0.000299031,6,0.00196161,20
P_79160d2961d745d,-8.60368,0.00029764,6,0.00213171,22
P_37962809463ddfda,-1.05193,0.000215473,5,0.000196212,4
P_4ec4c6a6987e70f9,34.2199,0.000267225,7,0.000223603,7
P_758afeee62d4c4f6,1.27883,0.000277536,6,0.00160797,6
P_44ba500564ce5deb,74.3178,0.000268379,7,0.000201805,7
P_7b1db6d9b3415b5c,-4167.18,0.0140683,359,0.0040392,50
P_6c5968946a545770,9548.17,0.000216472,4,0.000665091,27
P_6226bc1ef333e23c,-164.963,0.000281654,7,0.000520474,7
P_69656cf67cfbf3ba,-2.66732,0.000210717,5,0.000393374,5
P_6f707b41db8b53c3,65.9481,0.000680218,20,0.000508188,20
P_350acba1d8e0b206,-0.242295,0.000461542,12,0.000431167,5
P_4747865f8b74b87b,-3.82988,0.000219897,5,0.000199779,5
P_6767ed6c1274a770,-101.694,0.000944169,17,0.00990028,156
P_5fa09c01b9b80c10,50.9947,0.000256282,5,0.00139563,5
P_41e3a11acba034dd,12500
-----
  3,0.000219989,5,0.000365303,5
P_4ec4c6a6987e70f9,16.3816,0.000267719,7,0.00022283,7
P_106fb4d82bf7375e,156.947,0.00171837,33,0.0126609,27
P_7638cd35d0a223b,-0.739812,0.000283618,7,0.000279513,6
P_48693bd23f9d714d,108.861,0.000267838,7,0.000203601,7
P_155c32f4ae9512d2,57.062,0.0475879,1500,0.0357757,1500
P_7b39c2bf10c8e206,3604.9,0.000361502,9,0.000484463,9
P_5ae23bf20c7277c0,  17500
-(-----)
    3,0.000385998,10,0.00157019,10
P_7832d8e47253640c,2.86285,0.000297186,8,0.000330644,5
P_6988dee1334a79b2,-1.74581,0.00024574,6,0.000488548,5
P_46c9bcfe5de8ccc4,0.91726,0.0480782,1500,0.0709146,1500
P_39f396f95911d5c5,70.1085,0.000491679,14,0.000373204,14
P_39fe2bde799ab90,-4170.58,0.000261088,6,0.000222422,6
P_49e5fb475197a39d,17500
-----
  3,0.000223419,3,0.00160217,25
P_76c17bceea1af3e,13.9937,0.000300238,8,0.00028314,8
P_1c5785c921b9ad99,-1.11509,0.000340962,7,0.00155895,8
P_3888e8b63c761903,-0.499958,0.000323021,8,0.000398793,6
P_20c84a02474f56e,7082.71,0.0122701,308,0.00105716,24
P_758afeee62d4c4f6,0.264878,0.000314914,7,0.00183932,7
P_2786bd386db8eee5,0.206673,0.000262459,5,0.000334876,4
P_553e04c2afb72c54,0.869085,0.000330546,6,0.00171922,12
P_3c8eb5511f121251,-0.513335,0.000253279,6,0.000429968,5
P_776e683825796c1,4.60333,0.000266618,7,0.000291521,7
P_2ce58c89c1b62990,97.2339,0.000300209,8,0.0356223,1500
P_31497d9e80b7f2fb,-1.27909,0.00124087,33,0.000292423,6
P_1bb643159da70f01,-0.402077,0.000416513,11,0.000398638,6
P_5d5ccb30b5a01d70,16430.6,0.0486752,1500,0.0350256,1500
P_2e7c49e68c2f1e9c,2.52887,0.000382054,10,0.000609111,6
P_d0f43b667edc090,0.161612,0.000395587,8,0.00355404,18
P_cf95914ac69cebd,80.7016,0.000270063,7,0.000203397,7
P_353e7754b05b14c1,1.42684,0.000248496,6,0.000180816,5
P_777a7bfc79dff639,0.173543,0.00138857,40,0.120319,1500
P_157ac4730b0de7b3,1.47427,0.0011454,25,0.00175871,19
P_5fc8f9f425b3ecf8,446.466,0.000276298,7,0.000203738,7
P_12d7f435de135fc2,-0.341294,0.000247127,6,0.000336063,5
P_1272cfcf0115978f,-18.9556,0.000255664,5,0.000399463,5
P_206cfe2f4188dd31,-7735.41,0.00058105,12,0.0004682,12
P_350acba1d8e0b206,-0.2302,0.000393984,10,0.000435611,5
P_3c61161622dc06da,  10000
-(-----)
    3,0.000256424,5,0.00020148,5
P_251bc3336123a780,-11.6967,0.000382819,8,0.0084797,85
P_77262b9c680732f4,2.82754,0.000249366,6,0.000198099,6
P_fdac17d82fd08ae,0.382572,0.000217912,5,0.000334915,5
P_97d90abda0eda29,7692.75,0.00187786,44,0.00241558,44
P_64743a3061cd0b55,0.20354,0.000213789,5,0.000202871,4
P_24fe5a204c32e486,-1.82976,0.000145861,3,0.00591074,13
P_42050258b8771095,-2.82765,0.000184823,4,0.000138747,4
P_322aebbf8cf96037,0.219571,0.000306156,6,0.00125424,13
P_39a7bcb71550a951,0.693412,0.000355457,9,0.000345383,6
P_3d3172ce9768f7ff,9166.67,0.000284339,7,0.000277969,7
P_9daf33d99847937,44.8107,0.000202672,5,0.000155981,5
P_6f707b41db8b53c3,79.6252,0.0477592,1500,0.0355411,1500
P_453ee61b4a392628,167.072,0.00025873,5,0.000954181,5
P_1553e6f365232b4a,33.5353,0.000235056,6,0.000189385,6
P_18cdc65975ef1,20000
-----
  3,0.000306215,6,0.000429651,6
P_48f1993cdefbe1d4,0.596006,0.000282373,7,0.000250961,5
P_345d4c06bd445e7e,  2500
-(----)
   3,0.000574565,13,0.000665742,13
P_7215fd25bfff5e58,21.6249,0.000995781,30,0.000750204,30
P_2bf66c0c47bd2f59,-1.15844,0.0156853,452,0.00037147,6
P_4ca971d3e04f36e5,-2078.92,0.00028917,6,0.00028185,6
P_e4f4d56b186673,-7501.04,0.000232674,4,0.0013826,43
P_27dd7a931a8f192c,10000,0.000368075,9,0.000321098,9
P_7ba54870f9955a44,-0.502833,0.00025357,6,0.000439305,5
P_1553e6f365232b4a,48.2099,0.000268029,7,0.000214825,7
P_61ef17ca7ea757db,-0.418522,0.000705444,19,0.000366665,5
P_251bc3336123a780,-6.92197,0.00034303,7,0.000725327,7
P_26c7c3501361a0b9,-7917.51,0.00225926,65,0.000283678,6
P_568fe0decd2380f0,-38.7391,0.000363994,5,0.34033,1500
P_7832d8e47253640c,2.02368,0.000363762,10,0.000382417,6
P_24aa4e3ddc6cd617,-0.688745,0.000462498,12,0.000378851,6
P_44950a809fe20184,15.2774,0.000524471,15,0.000250087,7
P_42b87e6d3c8c8af9,0.362317,0.000571686,12,0.00144351,12
P_7f6508557fcc0299,-7500,0.000212607,4,0.000164402,4
P_490273d8d26f6180,-8.08696,0.000344654,7,0.000653584,7
P_39f396f95911d5c5,5.94087,0.0478841,1500,0.0354748,1500
P_14a6da9819dff552,27500
-----
  3,0.000360831,7,0.000473772,7
P_55824139ae220ee5,2.62497,0.000243528,6,0.000491147,5
P_356c3874077657e3,-5.18437,0.000315956,8,0.000653574,7
P_37740b63bf052cfa,39.5911,0.000235074,6,0.000190241,6
P_1babec2d41ca3e0e,74.2829,0.000235161,6,0.000180954,6
P_fa886bb4aaad2f5,4.27614,0.000212262,5,0.000159388,5
P_14893a1c35c59d9,0.157506,0.000307238,6,0.000320967,4
P_76c17bceea1af3e,4.82451,0.0475628,1500,0.0435831,1500
P_5a895185bd87f531,46.3036,0.000300895,8,0.000229389,8
P_7b39c2bf10c8e206,12.6745,0.000359842,9,0.000484865,9
P_1d9779294e70d860,-0.590566,0.000218879,5,0.000243005,5
P_24fe5a204c32e486,-1.99561,0.000146064,3,0.0034297,7
P_5ff9bacb7004ad70,0.869576,0.000248808,6,0.000353092,5
P_1ff8ad2a8370aab1,-17.2222,0.000267448,4,0.00817839,30
P_1272cfcf0115978f,-11.1528,0.000299541,6,0.000464227,6
P_356c3874077657e3,-3.46598,0.000283129,7,0.000562188,6
P_49e5fb475197a39d,  10000
-(-----)
    3,0.000429171,9,0.000604771,9
P_5308297c687e8c07,-13.5604,0.00112345,26,0.234911,1191
P_494c8d0466f4374,35.7214,0.000269091,7,0.000214296,7
P_345d4c06bd445e7e,  20000
-(-----)
    3,0.000450759,10,0.000528501,10
P_53d1edba8427a44f,  2500
-(----)
   3,0.0601284,1500,0.118882,1500
P_4ed865acd408df01,0.227781,0.000689989,19,0.000550424,6
P_2a2582ff07b4aeec,-3.43984,0.00030102,6,0.000637523,6
P_4e3b08e8c62c7f15,-0.835417,0.000326541,6,0.000265128,5
P_989ea68f98e618c,0.924347,0.0482998,1500,0.0708075,1500
P_494c8d0466f4374,16.1049,0.000332572,9,0.000263976,9
P_77fbaa7742a665e9,-1.32244,0.00132747,37,0.000297298,6
P_cfba8bb423cc801,-16.6321,0.0631494,1500,0.00187319,10
P_d30a0e49388cb44,1668.71,0.000286494,6,0.000308713,6
P_2786bd386db8eee5,0.252877,0.000261657,5,0.000408452,5
P_b29cb5b81f4e78f,1.50191,0.000211955,5,0.000711065,5
P_54861f9692c391f1,30868.8,0.000339783,9,0.000251313,9
P_5ff9bacb7004ad70,0.543665,0.000282935,7,0.000360286,5
P_24fe5a204c32e486,-0.00536957,0.000311236,8,0.577786,1500
P_5a42e42dde67eb3d,-2.21878,0.00021221,5,0.000466209,5
P_5ae23bf20c7277c0,5000
----
 3,0.000384112,10,0.00159009,10
P_2cbacc7d52362f03,-0.784364,0.00386446,109,0.000210478,5
P_34cf9a94b2172309,0.282556,0.000526998,11,0.057025,306
P_55dbffa8b6830036,1.94966,0.000249741,6,0.000226047,6
P_6cced621490561d0,-5.21311,0.000292715,5,0.000238539,5
P_354050d2498557cd,0.14913,0.000263354,5,0.000481649,4
P_4c4def8fd2ed777d,59.5767,0.000299753,8,0.000279376,10
P_14f7e1a6527471fe,-0.0242703,0.000258366,5,0.000843908,6
P_36a677eb2560ef4b,2.18554,0.0478475,1500,0.045238,1500
P_11928912341dc577,  2500
-(----)
   3,0.000814983,22,0.000922078,22
P_38a74833335b6c8f,0.0650551,0.000218791,4,0.000298859,4
P_7215fd25bfff5e58,93.6013,0.000428781,12,0.000323352,12
P_354050d2498557cd,0.103233,0.000309625,6,0.000798297,7
P_7638cd35d0a223b,-2.07665,0.000218522,5,0.000226314,5
P_5308297c687e8c07,-2.8037,0.000300165,6,0.0017887,7
P_379b87bd1f7bc45f,0.0953372,0.000351341,9,0.0005348,6
P_2755c225e2381c2f,-4169.56,0.000222933,5,0.000218839,5
P_308839b4a2e23f1a,0.0653543,0.000262509,5,0.000300814,4
P_6ca305fe9daed22a,0.416513,0.000206931,5,0.000709101,5
P_322b117766dc1f6f,1656.69,0.00115851,32,0.000927258,32
P_63a4f2859f89e33e,5000,0.000333488,7,0.0766007,1500
P_354050d2498557cd,0.12905,0.000264713,5,0.000559565,5
P_7244d7e986dc98e5,-1.02971,0.000255353,6,0.000249209,5
P_257725481df2601b,2063.45,0.000308304,8,0.000225909,8
P_630a04c7034fd306,88.3915,0.000266471,7,0.000206102,7
P_4fcdf184b3a38386,2.31811,0.00114383,25,0.00218533,25
P_59784e34628d3200,2.67534,0.000301185,6,0.000354056,6
P_11928912341dc577,0,0.000322997,8,0.000370813,8
P_105464a1b68181f1,  27500
-(-----)
    3,0.000363361,8,0.000657956,8
P_d30a0e49388cb44,8750.31,0.000323375,7,0.000353887,7
P_64743a3061cd0b55,1.00206,0.0145955,427,0.000237681,5
P_700d90135dacc96f,-0.523188,0.000282051,7,0.000334079,5
P_4cf52238ebee3723,-277.823,0.000320208,7,0.00033057,7
P_248ce51705f9710a,6762.75,0.000375583,10,0.00027239,10
P_5d5ccb30b5a01d70,6298.42,0.000244046,6,0.000180237,6
P_1bb643159da70f01,-0.151685,0.00031181,8,0.000348761,5
P_6111d476e6d15e6,12.9642,0.00157312,48,0.000192468,6
P_5472cc9f26da60dd,-0.045356,0.000255199,4,0.00457396,36
P_48fcf25056008126,0.224274,0.000281165,7,0.000342096,5
P_54c3b3d96c8be28f,-5000,0.00161121,46,0.00387796,46
P_32b2e9a02c7ab470,16.6942,0.000267468,7,0.000214469,7
P_26c7c3501361a0b9,-2503.03,0.0019917,57,0.000324943,7
P_6b76d8d5b88f4bfd,3.32344,0.000172375,2,0.00100026,10
P_5ae23bf20c7277c0,  25000
-(-----)
    3,0.000550479,15,0.0023047,15
P_2a2582ff07b4aeec,-7.66702,0.000341506,7,0.000625816,6
P_8f1359c5fc91f4,  20000
-(-----)
    3,0.000259433,6,0.000381404,6
P_3ff9afd8bfae8bc3,0.136856,0.000263814,5,0.000348966,4
P_4dc45c43772b5583,-2382.58,0.00035617,7,0.000286973,7
P_758afeee62d4c4f6,-0.41109,0.000316958,7,0.00184805,7
P_632be6a899d005c8,-3.60779,0.000240342,4,0.000213699,6
P_52741cea490cbb53,0.597529,0.000439443,9,0.000906233,8
P_3c8eb5511f121251,-0.710771,0.00025357,6,0.000419625,5
P_6b76d8d5b88f4bfd,-0.146089,0.000291041,6,0.000930926,8
P_2b92b1d049ed6cc6,-0.404815,0.00039444,10,0.000648335,7
P_4ed8cef90a6249b8,-1.74792,0.000460152,10,0.000900083,8
P_7b1db6d9b3415b5c,-2917.29,0.0140994,359,0.0040363,49
P_3b62c8dc978c8dda,9.44726,0.0475623,1500,0.0496044,1500
P_4d5273c59b2d9768,-2.77007,0.000274109,5,0.000234183,5
P_26aaa5da622880bc,28.6536,0.0480601,1500,0.0392159,1500
P_6cced621490561d0,-6.58771,0.000294203,5,0.000239269,5
P_2a61de3747f749c4,2501.33,0.000393675,9,0.00060656,9
P_6f91b5f2d0457e24,76.4741,0.000235636,6,0.000188061,6
P_6b76d8d5b88f4bfd,2.97649,0.00017238,2,0.000894247,9
P_52cb00726dafd64c,5165.11,0.0490517,1500,0.0352688,1500
P_453ee61b4a392628,55.2725,0.000340337,7,0.00127728,7
P_462a2b4971364a85,517.352,0.000242973,6,0.000179483,6
P_23d9cac8afd9998f,0.0804543,0.000178079,2,0.000461734,3
P_2c6da3dad24df356,8.21437,0.0472024,1500,0.0370771,1500
P_13df4c46a7fbd712,-7915.43,0.00134274,38,0.000965932,29
P_64743a3061cd0b55,0.602801,0.00175479,49,0.000240985,5
P_4b36bfa0817ba91e,49.0076,0.000556649,9,0.000461322,9
P_14893a1c35c59d9,0.167052,0.000263942,5,0.000326382,4
P_76016361889e9b12,-0.303898,0.00140401,39,0.00144526,21
P_386dc27fa7cdd3a6,-13.2901,0.0706248,1500,0.322978,1500
P_3ab661537d1933b5,22.2949,0.0109287,260,0.019573,105
P_19db1995b3211367,0.551885,0.000322259,6,0.000263819,5
P_75fce041f1f7c7da,7686.92,0.00022031,4,0.0351251,1500
P_759229abcd28b540,-3384.73,0.00126262,23,0.00223393,23
P_8f1359c5fc91f4,-5000,0.000289863,7,0.000426745,7
P_2a61de3747f749c4,10000.,0.000653622,16,0.00100378,16
P_7b328ce8f2c07e5d,42.2915,0.0474783,1500,0.0371075,1500
P_1553e6f365232b4a,58.6919,0.047704,1500,0.0373578,1500
P_3c8eb5511f121251,-0.197436,0.000218022,5,0.000359233,4
P_159b656ae45a5ba5,-1.54374,0.000252472,6,0.000182887,5
P_70348585e4caf9dd,1.08642,0.000503738,11,0.000557378,10
P_64743a3061cd0b55,1.08191,0.0172059,503,0.000271896,6
P_7629e81f67f5aa0a,110.166,0.000298205,8,0.000228574,8
P_7bbf2ce05cfd7908,21.0395,0.00337085,67,0.229897,1014
P_42e52188c68bc46a,0.540943,0.000235687,5,0.000359229,5
P_9f5ec4e8dd05056,0.290943,0.000573438,12,0.00220832,9
P_6818c0f16656a3b5,55.5518,0.000203874,5,0.00015759,5
P_5fa09c01b9b80c10,38.5861,0.000298424,6,0.00164341,6
P_206cfe2f4188dd31,-8641.25,0.000576344,12,0.000462969,12
P_2a2582ff07b4aeec,0.25895,0.000302124,6,0.000556469,5
P_14893a1c35c59d9,0.181372,0.000309052,6,0.000388149,5
P_1babec2d41ca3e0e,66.8533,0.000265184,7,0.000203688,7
P_457d86c5f5b1a7af,-10.4853,0.000516551,11,0.112467,838
P_7ea296c3b3b11b90,19.4822,0.0478522,1500,0.0356694,1500
P_35ae94d4ca8e73ee,0.718887,0.000296108,6,0.000253527,5
P_4ec4c6a6987e70f9,4.48935,0.000268374,7,0.000225779,7
P_1dc3cede2eaff440,-0.435404,0.00031184,7,0.00122501,5
P_1d9779294e70d860,-0.836506,0.000254522,6,0.000242017,5
P_40b0a0d723056227,640.867,0.000277323,7,0.000203872,7
P_27dd7a931a8f192c,-10000,0.0002266,5,0.000197473,5
P_5dca3a65846dc8a6,-5000,0.000725585,20,0.000721251,20
P_2aa89af5cf835080,11789.7,0.000242582,6,0.000180441,6
P_4ec4c6a6987e70f9,20.8412,0.0475901,1500,0.0388625,1500
P_338e8a442fc6b355,56.8754,0.000267981,7,0.000215823,7
P_338e8a442fc6b355,59.4228,0.00026809,7,0.000213035,7
P_73c55251ad061a66,4.90062,0.0475439,1500,0.0419891,1500
P_77548787e24ebf6a,9167.09,0.0117086,274,0.114053,1500
P_1babec2d41ca3e0e,51.9941,0.000269082,7,0.000251955,9
P_102f0fbbbbba0a43,-2.58481,0.000253826,5,0.000332527,5
P_376044d557994424,-1.81823,0.00216026,39,0.00214863,7
P_159b656ae45a5ba5,-1.68377,0.00131357,35,0.000184436,5
P_668ff5f87e3d2e6,-10000,0.00758179,176,0.01678,176
P_208e6fdb6084382a,14.6819,0.000302636,8,0.000369864,14
P_777a7bfc79dff639,0.578476,0.00445702,131,0.119654,1500
P_1553e6f365232b4a,50.3063,0.04781,1500,0.0373719,1500
P_515e30cd4bf3a203,6.54543,0.0485621,1500,0.0393443,1500
P_6c5968946a545770,7685.94,0.000220934,4,0.000393255,15
P_49edea831eac2249,-401.881,0.000360104,9,0.000761118,9
P_5ae23bf20c7277c0,  5000
-(----)
   3,0.00233447,69,0.00187685,12
P_75fce041f1f7c7da,9129.26,0.000220469,4,0.000415551,16
P_40b0a0d723056227,1440.24,0.000212256,5,0.000157344,5
P_4430119a46a03b21,-0.607912,0.000462369,8,0.0006798,6
P_2755c225e2381c2f,-837.88,0.000296784,7,0.000289643,7
P_6b0f998422a4ec30,0.0663597,0.000309254,6,0.000371805,5
P_5c731d321e4f92bd,34.929,0.0477132,1500,0.0391394,1500
P_57c602b0fd807a6b,  17500
-(-----)
    3,0.00023026,4,0.00101085,14
P_2a2582ff07b4aeec,-5.55343,0.100527,1500,0.000633614,6
P_b29cb5b81f4e78f,-0.495554,0.000181622,4,0.000614147,4
P_4670546aef927444,4.1833,0.000526443,7,0.00383527,20
P_4c5b6ecfc09ac172,-6.66381,0.000170595,4,0.000133503,4
P_602f2287b6e82748,105.209,0.000204094,5,0.000164551,5
P_54861f9692c391f1,17969.2,0.000277894,7,0.000203626,7
P_5308297c687e8c07,-6.16516,0.00152296,34,0.00152296,6
P_1919539b83003370,0.133996,0.000397017,8,0.000515494,7
P_6df524809c0e17b4,-3334.4,0.000371411,9,0.000305165,9
P_4299dd0fb13581f9,-347.001,0.000289161,5,0.000279042,5
P_11fa00850be3f21d,-3.30545,0.000635827,15,0.000542706,13
P_cfba8bb423cc801,-27.0905,0.000301895,6,0.00118342,6
P_61ef17ca7ea757db,-0.647648,0.00104339,29,0.000419724,6
P_4299dd0fb13581f9,-121.152,0.000376942,7,0.000369721,7
P_2f528361dd3ea780,4.98686,0.00094221,28,0.000254759,7
P_59c24d5718f26c0,-3.76104,0.000268613,6,0.000210929,6
P_379b87bd1f7bc45f,1.63797,0.00417616,122,0.000503906,6
P_7cc965f904d9aed,1.35917,0.00144683,28,0.0015614,6
P_544de9b76fc3d5e3,  25000
-(-----)
    3,0.000330931,7,0.000707084,7
P_36a677eb2560ef4b,15.3086,0.000398418,11,0.000266071,7
P_6ca305fe9daed22a,0.250345,0.000206666,5,0.000708438,5
P_f580d7fa9e4f7cb,27.3854,0.000421456,6,0.156308,1500
P_130f7768a2912490,22.4098,0.0478021,1500,0.0375802,1500
P_7c86d04726b936e3,  5000
-(----)
   3,0.000608795,16,0.0013017,16
P_2786bd386db8eee5,0.183571,0.000218462,4,0.000336827,4
P_2c4a2fd8a510c8e3,-0.537602,0.000253771,4,0.0018854,4
P_2a2582ff07b4aeec,-9.78062,0.000423266,9,0.000705566,7
P_24aa4e3ddc6cd617,-0.550996,0.000421516,11,0.000379936,6
P_3ee7ce4e6c5ecda1,-150.638,0.000311076,8,0.000309349,8
P_9daf33d99847937,100.397,0.000296578,8,0.000230639,8
P_3b8163107616145,31.1129,0.0781683,1500,0.198781,1500
P_14a6da9819dff552,  10000
-(-----)
    3,0.000496791,10,0.000659378,10
P_7b211214a5d60464,0.55633,0.000227948,3,0.00070722,6
P_6f707b41db8b53c3,38.594,0.000774336,23,0.000707238,28
P_66d9095ccfab3eca,68.6084,0.000432635,12,0.000322546,12
