Problem_ID,y_Target,Newton_absTime,Newton_iterSteps,GMGF_absTime,GMGF_iterSteps,x0,f(x0),f'(x0),f''(x0),kappa
P_77b0f82d32b5fb7f,2.81362,0.000785,9,0.000347,9,23.115902575640348,42.830239090669544,0.7288796930704412,-0.05187723898304179,0
P_296c893417f4640f,5.71698,0.000783,5,0.00047,5,0.031710171130898385,8.264689010136827,-293.29956896860733,3567.2663749153908,0
P_7e12f8178121d2e,0.0150602,0.000705,4,0.00052,4,7.260536959813496,0.015186820693709916,-0.01044896932682534,0.00686651404819742,25
P_cd15df2047ce4a0,-3.14472,0.000523,5,0.00027,5,2.604557475780097,-2.6989952565522723,0.2723423911446954,-0.027480736705390273,0
P_758afeee62d4c4f6,-4.12891,0.000857,7,0.00225,8,9.533673911882232,2.9642858960763165,0.17023304523154936,-2.6832442233133853,-25
P_157ac4730b0de7b3,1.03341,0.000814,5,0.000745,6,7.647260901620108,0.9162444652126122,-0.7244742100741433,-0.4181734718057266,-1
P_5fc8f9f425b3ecf8,10298.0,0.000764,4,0.000504,17,312.076307494851,1531.7976002667956,-58.11904799914273,2.5776040183380946,0
P_b93a695eb979011,0.0736875,0.00076,6,0.000312,4,1.4414557806604664,0.09484204586215282,-0.01071596817739712,0.0012107707392340428,11
P_113426327e1f73c0,81.0572,0.000931,7,0.001128,7,-6.128594377668421,30.704334117335897,-16.13740657112544,33.43139456368276,0
P_7ce06cbd80e4f81,1778.15,0.000924,11,0.000361,11,346.74661371006306,453.6489147883043,-11.1699395858652,0.33945817982478693,0
P_24dac76273a8a15a,-1.71894,0.00065,7,0.000474,6,0.4589261701243714,-0.8092191585471479,3.2749104921430545,-12.857877888021564,-1
P_14221c72c9a50719,11422.6,0.000912,10,0.000338,10,281.91158333850734,2564.6037958048064,-135.33933422271932,8.102285130489049,0
P_7ea296c3b3b11b90,61.4249,0.000892,14,0.000436,14,108.17026828848392,84.85721026942572,0.09478545121789143,-0.0029450656284228096,0
P_3a7e758a0243d768,0.256628,0.000746,5,0.000548,5,1.1761376603160016,1.104724628384493,20.13202291731013,-51.35723745916468,0
P_24f11bb7ac3b4e95,29.0419,0.000796,8,0.000314,6,206.77498707158782,27.991422493228644,0.019300533657699077,-0.0002926223559610043,-1
P_46a963189f2a723e,-4.99768,0.001015,8,0.000937,7,8.214299187872086,4.48995142601466,1.2982896042261205,-1.1600610230967805,-1
P_4fcdf184b3a38386,3.24451,0.00104,10,0.001067,10,7.690715391767856,2.915456765595318,-0.5986605658703693,0.06995567093470659,0
P_4943b94ea7891dbd,9.31255,0.000823,6,0.00092,8,0.16814234462444022,-6.929491334563211,-119.30702874468314,3863.984331063575,0
P_76c17bceea1af3e,10.6594,0.000621,8,0.000351,8,128.3115279161383,18.235232324196414,0.049174784199199933,-0.0007075346286257187,0
P_42050258b8771095,-3.61566,0.000835,4,0.000539,17,2.501621422501172,-2.8552564702552945,0.30003258139647404,-0.03152765814112068,0
P_74ab2389b40f3124,0.679503,0.000737,5,0.000393,6,3.5436228310264895,0.7656427128241127,-0.11217894317887585,0.016436015235242424,1
P_56a400ba7ba77e59,0.117589,0.000917,7,0.001389,11,1.665267187753102,0.10052109489939938,-0.014726832181703975,0.11517839696920112,25
P_9daf33d99847937,55.2331,0.000572,5,0.00023,5,389.5378180674106,50.99919565721921,0.07400645635317042,-9.60026321711315e-05,0
P_5fc8f9f425b3ecf8,2635.7,0.000668,7,0.000269,7,312.076307494851,1531.7976002667956,-58.11904799914273,2.5776040183380946,0
P_1950fc2e619dded5,-9.43549,0.000895,8,0.000807,8,0.9329889913321239,4.562779085029687,-5.871342633954496,-8.418813113814803,0
P_5645486e49215812,3.39184,0.000913,5,0.000956,6,6.164585412927501,4.1458730836027815,-5.97039409188978,-4.222949532626339,0
P_433a2e90dd54647c,1.92542,0.009531,259,0.000366,6,3.0795711285083662,0.7466023328755165,-0.2893238317332143,0.11211896336619974,1
P_296c893417f4640f,3.65593,0.000699,6,0.000532,6,0.031710171130898385,8.264689010136827,-293.29956896860733,3567.2663749153908,0
P_3ff9afd8bfae8bc3,0.087643,0.000766,5,0.000513,5,0.4000298222564105,0.14297021455899842,0.31309634891237437,-1.2094034972852652,-12
P_65fe3d8a702c966c,0.166667,0.000724,1,0.000815,8,0.6593421167865623,1.9495095483631952,-0.6804195786148005,-8.018258650656643,-17
P_11fa00850be3f21d,7915.98,0.000898,7,0.000376,7,1.5831934093292865,3265.3045509237,17666.97401382627,85028.0562452008,0
P_1ff8ad2a8370aab1,-12.6604,0.014437,320,0.395977,1500,-7.833985227267156,-3.1622349065403546,1.7047760166720398,-11.166239650449606,-4
P_1a88481effcaeefe,-2.32803,0.000803,6,0.000418,5,1.7828690661970423,-3.4130611871046472,0.3827731365162217,0.16060175744082517,1
P_27143b1e629499cc,453.905,0.000792,6,0.000259,6,333.69661402087337,340.1524177700981,-8.616050787757622,0.2698843395651875,0
P_2c4a2fd8a510c8e3,4.24864,0.080295,1500,0.004595,13,7.503154199534599,-0.08420591366343248,-10.714854698803686,-1.3746526214964527,0
P_44950a809fe20184,18.6781,0.00077,11,0.000335,7,104.61117283509921,23.206559580184006,0.024687326549857582,-0.0008193389398723067,-1
P_5d5ccb30b5a01d70,2921.03,0.0008,7,0.000267,7,270.72653924280837,8083.83927789171,-294.7257260535582,12.922591631899902,0
P_3d3172ce9768f7ff,1250.0,0.000759,9,0.000422,9,9.070911987654561,33849.452308241904,14927.294968851436,4936.899815474424,0
P_515e30cd4bf3a203,9.86239,0.00083,7,0.000293,7,38.698798452697645,28.06544662524376,0.4279318158788543,-0.010795322610137065,0
P_5fc8f9f425b3ecf8,1541.08,0.00059,4,0.000208,4,312.076307494851,1531.7976002667956,-58.11904799914273,2.5776040183380946,0
P_36a4f341dec61016,9.14494,0.000686,5,0.000769,5,0.21879397398792322,0.4683770937833193,-43.74178181445206,592.3868486069547,0
P_356900fc301cae8f,63.6401,0.000829,7,0.000279,7,320.43246389446176,19.382813998827103,0.09447751164981977,-0.00013016479101667623,0
P_63513568e289a10d,0.0948188,0.000829,5,0.00076,5,1.9822965779121766,0.091686593132076,0.09817931384104739,-0.12460485751023283,-13
P_6cc10a1afeed7f20,1395.0,0.000992,6,0.000413,6,-8.586851259873182,2571.5692183462306,5834.9001589980235,-17341.824734312384,0
P_6b0f998422a4ec30,0.111079,0.00094,7,0.000497,5,0.024280625907262987,0.01115125576477817,0.4493310937225131,-0.8273213747153203,-4
P_48fdd7f669bc0a9d,9.34341,0.00087,10,0.000351,7,101.56913895285837,16.03250310690739,0.03558174205366041,-0.0008716026734112615,-1
P_713863e7cf504367,-5000.0,0.001364,24,0.002009,24,1.4066512522810406,48.29442858012024,274.6203117222014,1569.9245312740184,0
P_7d598f8afb7b142b,30.0736,0.000826,9,0.000358,9,174.99069798658792,44.24501548448408,0.0590312762294187,-0.0008220708235025151,0
P_136202a179685817,10.527,0.000906,10,0.000435,7,36.645333582505856,6.3323803609338825,0.10602716579699067,-0.0026288099840863443,0
P_4ca971d3e04f36e5,-9583.1,0.000882,7,0.000409,7,-2.0143513185684583,-4537.2035441322905,21739.515649477813,-92939.13754592594,0
P_52cb00726dafd64c,11684.7,0.000783,4,0.035247,1500,309.234928039878,2288.8133926345226,-55.725163716503914,1.7171331979557474,0
P_588f3bf3c82bd05e,4745.13,0.000632,6,0.000245,6,285.92249174758,6949.2243187676495,-363.74770520412017,21.584259205863116,0
P_7f45f3e8963ab640,2862.19,0.000881,8,0.000292,8,286.6215364999433,1284.5413872523736,-57.763993855163,3.0006324700446068,0
P_287fc41ced057337,-25.2084,0.00077,5,0.001817,5,9.595691119422959,-25.802217642114897,-13.90293963276342,18.27889851962824,0
P_130f7768a2912490,9.03273,0.001065,17,0.000267,6,312.1174097206145,57.558724689390004,0.012677475006807225,-0.00016679785308867402,-1
P_3b62c8dc978c8dda,11.8577,0.000761,6,0.00033,6,127.15259559949243,10.91989282023905,0.03602734361423729,-0.0004371338143102422,0
P_4c5b6ecfc09ac172,108.568,0.000727,8,0.000318,8,29.301674049002713,-8.303498053042802,0.37475314629963674,-0.0009955064645169468,0
P_38a74833335b6c8f,0.127426,0.000922,7,0.000551,6,0.256083741147874,0.0635674272538484,0.19333985704752488,-0.37972262649106336,-10
P_6226bc1ef333e23c,-99.0036,0.000823,7,0.000622,7,2.659539617083306,-39.0120254747782,-116.71306777060141,-301.1087350694279,0
P_356900fc301cae8f,87.1673,0.000747,10,0.000383,10,320.43246389446176,19.382813998827103,0.09447751164981977,-0.00013016479101667623,0
P_7b39c2bf10c8e206,1808.78,0.000846,8,0.000534,8,4.133298039303426,273.8237409297866,210.9109103704673,144.68415465205004,0
P_3e3bdb4d89f9ef09,2.73962,0.066645,1500,0.001509,16,4.194393182326317,3.3715025929566425,-0.262108701106401,-0.1960418102700547,-3
P_2b9ee4f7ff8e79c,4084.7,0.000769,4,0.000502,17,316.2398469981963,642.7200521024911,-21.375920847637943,0.8461196247535038,0
P_308839b4a2e23f1a,0.0545594,0.000671,5,0.000394,4,0.12023661897014648,0.049367800192444536,0.33128229518783053,-1.1946924465933535,-11
P_475b723357e04ef1,9938.9,0.000872,8,0.000293,8,271.0035570802525,5926.207179440234,-170.11784209261188,6.138872510022019,0
P_6c5fdc370e078504,0.266516,0.001051,7,0.000486,5,0.3850652946410129,0.3619017547184327,0.3984175295580348,-1.8077562073071496,-11
P_4c72c8631e47d3ee,19.701,0.000784,8,0.000338,8,549.2765061410655,38.0581729575863,0.0260996369727422,-4.4713068745064115e-05,0
P_36dd4c16177b360e,-1252.15,0.001132,13,0.000905,13,-0.9341477255019868,-16.315868904212575,145.2751198975141,-1329.4600219526474,0
P_7f6508557fcc0299,-5000.0,0.000793,5,0.000275,5,-9.819246301126206,-3304.4750249804347,-187699.497156513,198798.10207192288,0
P_6d138261d36c4960,-76.9634,0.001278,11,0.002117,11,5.907815823511022,-1.294216628155614,-18.982581367813342,46.841410839230164,0
P_6767ed6c1274a770,-181.447,0.005527,106,0.110821,1500,4.951304948939132,4.556398760468321,-0.20953299586478907,-0.20939175149276162,-5
P_24fe5a204c32e486,-1.49805,0.000705,3,0.004381,8,0.38056298498885965,0.0018635197731613291,0.04407068939021773,0.926430537593237,25
P_64682e05c8c9d6c4,13421.0,0.000436,6,0.000245,6,267.6627516617672,8924.82657181897,-312.1361567536716,13.248933750561067,0
P_71c07a846ad6db09,62.7341,0.000741,9,0.000338,9,223.548706400456,22.869927973031537,0.11747842257208753,-0.00029697079692877836,0
P_5a42e42dde67eb3d,-2.49606,0.000714,5,0.000584,5,1.3188124776812433,-1.5873177956860876,-5.063418534767157,-10.958273562131247,0
P_5a42e42dde67eb3d,-1.66422,0.00062,5,0.000584,5,1.3188124776812433,-1.5873177956860876,-5.063418534767157,-10.958273562131247,0
P_700d90135dacc96f,-0.991618,0.000834,8,0.000489,6,0.5167219060269339,-0.24936691054641533,1.6087427729116301,-9.298660799376057,-4
P_609f02e867680aa7,-2.87886,0.000503,6,0.000488,5,0.984277465945814,-2.8874781271860397,0.017928259748792832,0.018002731635051252,25
P_542ca16c3c2f73f2,-3748.18,0.000915,15,0.000655,15,1.6814263031471057,-126.06156974453005,-605.423547320295,-2528.9887887364193,0
P_74ab2389b40f3124,0.812594,0.000737,5,0.000311,4,3.5436228310264895,0.7656427128241127,-0.11217894317887585,0.016436015235242424,1
P_515e30cd4bf3a203,19.8133,0.00065,6,0.000277,6,38.698798452697645,28.06544662524376,0.4279318158788543,-0.010795322610137065,0
P_53a1b953ad54c111,-2500.0,0.000945,8,0.001002,8,2.99002247570008,-37070.34283802192,-75242.59111754679,-123175.10121883209,0
P_5e9b1660facde882,0.0855026,0.000823,7,0.000662,9,1.7828525640559043,0.10936797756374236,-0.028992761677890836,0.050208747723538186,25
P_7215fd25bfff5e58,66.6102,0.000896,18,0.000546,18,48.69914470849629,117.78455174422218,0.26892406769434,-0.019279757510656303,0
P_f3c151a17304418,7915.25,0.000669,7,0.000344,7,-2.292667631157805,20043.0380511394,-87493.22582124211,343501.45047976205,0
P_3035e976410d85ff,3.42517,0.000783,6,0.003432,15,8.50807860001202,-0.3763314070976622,-5.9695045944529666,7.384901952257639,0
P_14893a1c35c59d9,0.157506,0.000663,6,0.000412,4,0.4537390491441826,0.16885570931529298,0.16702719162830776,-0.7543231728311102,-25
P_542ca16c3c2f73f2,-9166.42,0.001164,20,0.0008,20,1.6814263031471057,-126.06156974453005,-605.423547320295,-2528.9887887364193,0
P_421a5658dcc43d99,-0.0741264,0.000776,10,0.000534,6,2.099238617866199,-0.011062042098114974,0.0349870523112508,-0.09779921396609761,-25
P_7d598f8afb7b142b,44.5161,0.000319,5,0.000241,5,174.99069798658792,44.24501548448408,0.0590312762294187,-0.0008220708235025151,0
P_234dcb8428bf30d6,6251.41,0.004024,78,0.000691,15,0.7596056169085799,3.4796259635806943,0.6630114072232853,35.38559303760555,25
P_208c5de0c569e162,47.5467,0.000719,7,0.000299,7,11.615800870347073,16.86353196946903,1.2329810490399797,-0.03378339815880636,0
P_2aa89af5cf835080,6072.9,0.000821,7,0.000267,7,254.51438453498525,22629.216676820863,-1383.3351730247161,95.43435011644556,0
P_4607cfd44e287c55,0.272448,0.00111,10,0.000627,7,0.6092061292672017,0.3441699980628369,0.06740075804241426,-0.6131161347649052,-25
P_31497d9e80b7f2fb,-0.68651,0.000593,5,0.000342,5,2.4876914854495515,-0.6069304651536732,0.20443201364482963,-0.0688587088675769,-2
P_77c894cae29c41f4,54.8577,0.000465,7,0.000291,7,62.37575917927143,34.15882431640783,0.3698717908853852,-0.004385147366011076,0
P_2562d5e957be719a,0.896187,0.00378,78,0.037916,257,-2.118355670427082,-2.7495171165861136,1.3279946538744158,2.346787673866403,1
P_720ee5e51da2031b,-10.0097,0.000992,9,0.000426,6,0.1970434504092773,7.861711438193061,39.93620056434963,-1272.9260670303163,-1
P_e4f4d56b186673,-9167.01,0.000822,4,0.001777,53,1.1471820091839326,-20.051148809157823,-107.16782350750151,-812.3788665972357,0
P_19e753da899c8060,7.65644,0.000863,5,0.000835,5,-0.8811182604977539,7.6183513084675,-0.12961564538223364,0.2729379877147379,16
P_251bc3336123a780,-0.237375,0.000821,5,0.000687,5,0.3111328283848938,-0.7348477677508317,33.99427026423538,-30.475505131441423,0
P_157ac4730b0de7b3,0.206793,0.002916,54,0.007004,76,7.647260901620108,0.9162444652126122,-0.7244742100741433,-0.4181734718057266,-1
P_63513568e289a10d,0.11655,0.001068,14,0.001904,16,1.9822965779121766,0.091686593132076,0.09817931384104739,-0.12460485751023283,-13
P_5d24e883b7112af2,0.954794,0.000874,9,0.000438,5,0.9900486417256342,0.19092803451266085,-0.569527639063653,1.6971926325039124,5
P_5d5ccb30b5a01d70,6973.89,0.000428,5,0.000219,5,270.72653924280837,8083.83927789171,-294.7257260535582,12.922591631899902,0
P_106fb4d82bf7375e,197.189,0.002816,40,0.015262,32,-5.539176519065322,-0.04221098321743858,2.1665323583956457,5.244872984570916,1
P_4d5273c59b2d9768,-4.71416,0.009222,240,0.000207,2,4.616123939024709,-2.8529924178731925,0.32692840159446984,-0.03746318395363698,0
P_5848060912b7e0f0,2500.0,0.001843,32,0.002287,32,-1.116602418249684,-24.418345007088085,227.1982493426502,-1834.5857327067652,0
P_7244d7e986dc98e5,-1.65438,0.00256,59,0.000376,6,3.225483333864391,-0.7198233913962648,0.2479721888318932,-0.0854240181258983,-1
P_18cdc65975ef1,-10000.0,0.001205,13,0.000961,13,-1.4651974988706051,-338.01520807286386,749.6475106747189,-1213.0976022266134,0
P_39f396f95911d5c5,102.192,0.000554,6,0.000246,6,182.50481573476867,104.10174661132442,0.06811986433086209,-0.0013158757510441529,0
P_2ae0928e72108cf9,-3.69332,0.000667,5,0.001007,5,0.3548127740927419,-3.507784224663965,35.03225741898757,579.2034132650912,0
P_8fad95fdd3f1c6c,6.90057,0.001084,18,0.000399,7,102.24915879778467,11.070043543647799,0.010709236208390973,-0.0003801363622828248,-3
P_1c79ea05a0cc32a4,-1.92679,0.001361,17,0.010092,124,0.16947346107481417,0.025708938961631768,23.169553925939297,-817.5656195492861,-2
P_7638cd35d0a223b,-0.661174,0.0009,7,0.000382,6,1.0134648652073421,-1.7774214139622586,0.5858036967663828,-0.19306956045959223,-1
P_5308297c687e8c07,-14.9049,0.002365,7,0.315661,1500,-0.49984668188477244,-4.340903694388393,-1.8260523339432728,1.9791285924221567,1
P_79db32a3bd518916,-3.67823,0.06057,1500,0.015343,72,2.745936143933619,2.7623410983252783,2.3610823964592718,-2.8355237602912404,-1
P_4b04dc8f8246a3a3,4580.66,0.001889,37,0.000526,11,0.6626423888779271,-3.810869085505929,5.984032046185876,31.22658972004276,1
P_a0afe342cbe8929,-7916.47,0.001009,8,0.000548,8,1.2945965693318229,-212.15240909330996,-1611.4644448062754,-11056.902991135981,0
P_776e683825796c1,2.84436,0.000782,8,0.000411,8,124.22569833993225,8.950804483036714,0.03447370007544149,-0.00036888307706948065,0
P_77b0f82d32b5fb7f,15.2769,0.000733,8,0.000318,8,23.115902575640348,42.830239090669544,0.7288796930704412,-0.05187723898304179,0
P_944be7bb2ee0d73,-0.797211,0.000873,5,0.000308,4,3.659578259334067,-0.8163462366149028,0.09913459306805689,-0.012038602129803488,-1
P_700d90135dacc96f,-0.757403,0.000469,7,0.000504,6,0.5167219060269339,-0.24936691054641533,1.6087427729116301,-9.298660799376057,-4
P_b9af5ef3af29935,0.0,0.000837,15,0.000641,15,-3.297898775956213,-92285.46998913227,251867.4457538466,-610975.2638074079,0
P_36a36a8816353aef,0.0918691,0.00092,6,0.000483,5,0.18353156570812246,0.05001358502820385,0.2821987694366823,-0.2940584065053475,-4
P_7244d7e986dc98e5,-1.37675,0.000649,7,0.000379,6,3.225483333864391,-0.7198233913962648,0.2479721888318932,-0.0854240181258983,-1
P_113426327e1f73c0,122.853,0.000831,8,0.001257,8,-6.128594377668421,30.704334117335897,-16.13740657112544,33.43139456368276,0
P_6f707b41db8b53c3,75.0661,0.001224,19,0.000568,19,191.0342963297228,126.88337496741858,0.07055111620075483,-0.0012823450273213577,0
P_43687530ee7979ac,-7.87632,0.000978,8,0.003683,37,0.07538733369603007,1.575897752371052,126.45407762808804,-7051.662407908188,0
P_188756fcc1d8a479,-7500.54,0.001412,22,0.000831,22,-1.4834606698309507,-71.06400311076965,378.0115536074366,-1790.7012978850364,0
P_3911f4366007559e,-5.43369,0.0673,1500,0.000667,8,0.27939883386341513,0.19170664894208023,0.560840247340634,-50.02068301081577,-25
P_2cbacc7d52362f03,-0.404009,0.000715,5,0.000262,4,4.14883005779987,-0.3908819855995323,0.07235706961405207,-0.013394184730980965,-3
P_2f528361dd3ea780,22.3926,0.000688,7,0.000299,6,37.69626233186872,23.6170321612594,0.0716619279572491,-0.006529994698862219,-1
P_3ee7ce4e6c5ecda1,-219.294,0.000888,11,0.000495,11,5.8891937040014355,215.40876375881126,106.93602671535459,36.021380846367215,0
P_cd15df2047ce4a0,-2.75055,0.000757,5,0.000314,5,2.604557475780097,-2.6989952565522723,0.2723423911446954,-0.027480736705390273,0
P_568fe0decd2380f0,-47.1567,0.001189,13,0.338495,1500,2.219663479253768,-10.63147038518033,3.795169287967991,14.79896417048348,1
P_f3c151a17304418,2911.86,0.000454,8,0.000365,8,-2.292667631157805,20043.0380511394,-87493.22582124211,343501.45047976205,0
P_12e5b163956ba43f,2.17406,0.000955,11,0.002946,10,-8.79306973369221,-0.120106018763944,1.189609179439004,-2.086337344756611,-1
P_6b76d8d5b88f4bfd,0.89477,0.001037,7,0.151642,1500,0.22316339835385968,-0.02314157554124034,4.121507517363356,-104.63935209531829,-6
P_53a1b953ad54c111,-5000.0,0.000687,8,0.001016,8,2.99002247570008,-37070.34283802192,-75242.59111754679,-123175.10121883209,0
P_354050d2498557cd,0.111839,0.000884,6,0.00084,6,0.7098372717554309,0.15238004606360062,-0.15824195895704588,-0.42323278195495917,-17
P_188756fcc1d8a479,-3334.78,0.001125,18,0.000704,18,-1.4834606698309507,-71.06400311076965,378.0115536074366,-1790.7012978850364,0
P_2786bd386db8eee5,0.218224,0.000932,5,0.000453,4,0.3521123818786762,0.18603215098474446,0.6019109493509245,-0.32042031502117,-1
P_5a895185bd87f531,25.8467,0.000685,6,0.000302,8,1759.3945791316928,60.1498956390996,0.01514420057036955,-1.625440862908148e-05,0
P_206cfe2f4188dd31,-2300.39,0.001166,11,0.000498,11,5.624994567701243,859.3351126266998,-77.30954760642734,-225.6196237562605,0
P_5480883cc302f1da,1.28485,0.000851,4,0.003154,33,6.812707154548264,-0.6193249580788279,-0.988574214510215,0.1646372345565272,0
P_b0ba1e9ddd17d6e,20.8307,0.000825,9,0.000344,9,137.5329417588436,56.2932826619095,0.14211708413332722,-0.0019021747294313443,0
P_45c1bd926bea83d3,8332.88,0.002888,65,0.002722,72,-0.10766699113914768,-1.449785210042845,4.105662458174044,1.996427570532395,0
